          80
     0.0        0.0       70.0       80.0        0.0
   560.0        0.0       70.0       80.0        0.0
  1120.0        0.0       70.0       80.0        0.0
  1680.0        0.0       70.0       80.0        0.0
  2240.0        0.0       70.0       80.0        0.0
  2800.0        0.0       70.0       80.0        0.0
  3360.0        0.0       70.0       80.0        0.0
  3920.0        0.0       70.0       80.0        0.0
  4480.0        0.0       70.0       80.0        0.0
  5040.0        0.0       70.0       80.0        0.0
   -50.5      557.7       70.0       80.0        0.0
   509.5      557.7       70.0       80.0        0.0
  1069.5      557.7       70.0       80.0        0.0
  1629.5      557.7       70.0       80.0        0.0
  2189.5      557.7       70.0       80.0        0.0
  2749.5      557.7       70.0       80.0        0.0
  3309.5      557.7       70.0       80.0        0.0
  3869.5      557.7       70.0       80.0        0.0
  4429.5      557.7       70.0       80.0        0.0
  4989.5      557.7       70.0       80.0        0.0
  -101.1     1115.4       70.0       80.0        0.0
   458.9     1115.4       70.0       80.0        0.0
  1018.9     1115.4       70.0       80.0        0.0
  1578.9     1115.4       70.0       80.0        0.0
  2138.9     1115.4       70.0       80.0        0.0
  2698.9     1115.4       70.0       80.0        0.0
  3258.9     1115.4       70.0       80.0        0.0
  3818.9     1115.4       70.0       80.0        0.0
  4378.9     1115.4       70.0       80.0        0.0
  4938.9     1115.4       70.0       80.0        0.0
  -151.6     1673.1       70.0       80.0        0.0
   408.4     1673.1       70.0       80.0        0.0
   968.4     1673.1       70.0       80.0        0.0
  1528.4     1673.1       70.0       80.0        0.0
  2088.4     1673.1       70.0       80.0        0.0
  2648.4     1673.1       70.0       80.0        0.0
  3208.4     1673.1       70.0       80.0        0.0
  3768.4     1673.1       70.0       80.0        0.0
  4328.4     1673.1       70.0       80.0        0.0
  4888.4     1673.1       70.0       80.0        0.0
  -202.2     2230.9       70.0       80.0        0.0
   357.8     2230.9       70.0       80.0        0.0
   917.8     2230.9       70.0       80.0        0.0
  1477.8     2230.9       70.0       80.0        0.0
  2037.8     2230.9       70.0       80.0        0.0
  2597.8     2230.9       70.0       80.0        0.0
  3157.8     2230.9       70.0       80.0        0.0
  3717.8     2230.9       70.0       80.0        0.0
  4277.8     2230.9       70.0       80.0        0.0
  4837.8     2230.9       70.0       80.0        0.0
  -252.7     2788.6       70.0       80.0        0.0
   307.3     2788.6       70.0       80.0        0.0
   867.3     2788.6       70.0       80.0        0.0
  1427.3     2788.6       70.0       80.0        0.0
  1987.3     2788.6       70.0       80.0        0.0
  2547.3     2788.6       70.0       80.0        0.0
  3107.3     2788.6       70.0       80.0        0.0
  3667.3     2788.6       70.0       80.0        0.0
  4227.3     2788.6       70.0       80.0        0.0
  4787.3     2788.6       70.0       80.0        0.0
  -303.3     3346.3       70.0       80.0        0.0
   256.7     3346.3       70.0       80.0        0.0
   816.7     3346.3       70.0       80.0        0.0
  1376.7     3346.3       70.0       80.0        0.0
  1936.7     3346.3       70.0       80.0        0.0
  2496.7     3346.3       70.0       80.0        0.0
  3056.7     3346.3       70.0       80.0        0.0
  3616.7     3346.3       70.0       80.0        0.0
  4176.7     3346.3       70.0       80.0        0.0
  4736.7     3346.3       70.0       80.0        0.0
  -353.8     3904.0       70.0       80.0        0.0
   206.2     3904.0       70.0       80.0        0.0
   766.2     3904.0       70.0       80.0        0.0
  1326.2     3904.0       70.0       80.0        0.0
  1886.2     3904.0       70.0       80.0        0.0
  2446.2     3904.0       70.0       80.0        0.0
  3006.2     3904.0       70.0       80.0        0.0
  3566.2     3904.0       70.0       80.0        0.0
  4126.2     3904.0       70.0       80.0        0.0
  4686.2     3904.0       70.0       80.0        0.0
